id_contrat;Expo;type_produit;Statut_cloture;recup_tot_realise;lgd ;tx_recup_total_realisee;controle;duree ;date_entree_defaut;M1;M2;M3;M4;M5;M6;M7;M8;M9;M10;M11;M12;M13;M14;M15;M16;M17;M18;M19;M20;M21;M22;M23;M24;M25;M26;M27;M28;M29;M30;M31;M32;M33;M34;M35;M36;M37;M38;M39;M40;M41;M42;M43;M44;M45;M46;M47;M48
937602530;3041; Classique ;clos;924;0.410391318645183;0.589608681354817;1;48;2015;3;16;30;30;32;24;33;33;4;37;32;36;14;35;8;11;17;26;6;15;9;21;8;17;6;21;20;1;10;27;29;11;25;28;13;6;11;31;25;12;33;35;4;21;9;32;9;8
933920848;5836; Classique ;clos;1922;0.304832076764907;0.695167923235092;1;48;2015;9;42;55;18;3;12;19;74;45;32;16;31;24;27;26;42;66;77;25;60;43;40;16;69;40;70;69;77;46;49;45;52;42;49;17;71;41;10;33;14;44;66;36;25;82;40;2;31
754329877;5630; Classique ;clos;1972;0.340142095914742;0.659857904085258;1;48;2015;14;36;18;0;46;26;70;58;27;42;56;9;65;4;76;37;69;59;2;43;27;8;34;51;12;46;8;60;9;76;75;35;52;31;75;17;53;33;59;31;44;48;68;74;63;21;55;50
481729612;6907; Classique ;clos;1710;0.401187201389894;0.598812798610106;1;48;2015;16;7;72;12;52;13;21;7;0;7;2;62;4;9;28;70;37;80;12;0;63;78;63;3;28;32;54;53;42;27;43;61;9;55;71;43;48;48;15;59;25;2;37;35;85;35;7;78
425867835;4934; Classique ;clos;1276;0.439805431698419;0.560194568301581;1;48;2015;46;39;22;19;14;23;0;26;35;10;37;0;13;27;6;41;8;28;6;14;39;4;49;40;56;31;49;19;35;12;16;56;36;25;30;5;17;49;10;32;37;24;47;51;3;49;35;6
579289816;6249; Classique ;clos;2119;0.336213794207073;0.663786205792927;1;48;2015;57;28;74;83;31;49;21;39;58;85;45;13;10;39;79;19;23;23;21;69;32;12;5;36;4;3;75;43;85;45;61;73;9;25;63;32;62;71;26;66;13;61;69;86;0;67;59;70
725348782;2009; Facilities ;clos;536;0.480338476854156;0.519661523145844;1;48;2015;13;3;18;13;14;14;0;13;21;16;7;7;2;12;18;15;1;6;15;21;2;11;13;20;9;11;5;11;0;20;1;21;7;13;20;20;4;18;16;11;0;4;7;20;12;0;11;20
566044153;2483; Facilities ;clos;550;0.490132903745469;0.509867096254531;1;48;2015;7;0;8;4;3;18;2;8;2;10;18;22;11;12;13;8;21;9;1;2;15;20;18;24;10;18;19;23;16;1;23;4;2;0;8;23;5;8;13;17;3;17;14;13;1;17;25;14
391256542;4908; Classique ;clos;1579;0.332925835370823;0.667074164629177;1;48;2015;8;31;32;8;59;30;48;59;38;39;46;24;53;22;1;15;25;59;49;3;8;16;28;19;50;7;8;33;5;41;38;33;59;45;57;57;55;42;52;40;12;52;35;32;16;20;16;54
947542305;1167; Facilities ;clos;391;0.347043701799486;0.652956298200514;1;48;2015;23;4;7;6;6;7;5;10;2;12;14;14;12;13;5;14;1;5;7;8;13;1;6;9;4;10;2;13;7;8;6;14;4;7;0;8;5;10;7;13;0;0;7;10;14;15;15;8
570651629;7176; Classique ;clos;2020;0.448996655518395;0.551003344481605;1;48;2015;35;70;35;0;40;34;30;43;76;17;47;38;79;4;82;47;63;78;61;12;53;51;54;1;59;6;2;32;29;77;38;22;43;52;18;32;59;9;24;32;78;14;50;63;79;63;64;25
382619788;3385; Classique ;clos;857;0.488035450516987;0.511964549483013;1;48;2015;8;27;20;6;10;20;28;35;17;34;33;13;7;31;2;20;18;3;26;23;30;35;36;24;18;1;1;27;2;18;4;12;12;35;32;0;7;31;6;6;8;26;31;4;11;8;30;21
979701671;3655; Classique ;clos;980;0.445964432284542;0.554035567715458;1;48;2015;8;25;39;29;23;9;27;30;31;18;41;6;40;37;31;5;30;33;11;38;42;15;7;12;7;16;2;28;6;31;8;13;2;20;13;5;16;13;13;2;25;42;18;31;5;0;35;42
306641902;3136; Classique ;clos;1099;0.314094387755102;0.685905612244898;1;48;2015;17;39;20;1;1;16;8;40;33;42;36;36;35;40;22;42;38;27;8;28;1;38;5;18;29;23;22;17;14;4;21;44;22;30;9;37;5;27;29;1;20;37;3;33;21;27;8;25
448985516;1055; Facilities ;clos;316;0.333649289099526;0.666350710900474;1;48;2015;15;6;9;8;13;7;8;12;2;3;9;6;13;4;1;6;4;11;3;11;2;11;9;9;4;11;0;1;6;3;8;3;7;7;1;1;5;4;8;2;14;4;13;1;3;9;13;6
385664050;4573; Classique ;clos;1700;0.305926087907282;0.694073912092718;1;48;2015;48;44;21;30;39;42;25;3;9;47;20;4;47;53;22;29;40;50;37;64;11;48;35;64;46;59;13;34;51;12;63;65;57;20;54;0;19;23;57;33;58;57;41;5;28;12;20;41
534146970;5750; Classique ;clos;1381;0.477913043478261;0.522086956521739;1;48;2015;25;24;1;37;7;47;43;47;36;15;3;48;24;27;48;42;62;40;10;10;6;56;60;4;10;58;5;11;43;9;10;58;50;56;7;4;35;43;7;13;54;41;18;54;34;5;31;3
254759524;7172; Classique ;clos;2588;0.379670942554378;0.620329057445622;1;48;2015;123;80;71;83;30;24;53;74;11;85;11;64;11;88;25;67;50;2;3;36;3;33;44;32;73;0;82;80;57;34;51;65;85;72;84;27;73;48;70;82;89;27;10;78;67;88;68;75
926896262;4766; Classique ;clos;1341;0.42740243390684;0.57259756609316;1;48;2015;0;18;17;24;32;12;13;40;5;24;43;4;36;31;47;38;17;13;31;51;17;19;48;6;40;49;38;46;38;23;33;40;9;36;24;46;32;36;11;3;40;5;56;11;42;41;3;53
265494572;6309; Classique ;clos;1943;0.312569345379616;0.687430654620384;1;48;2015;3;22;88;11;38;32;86;47;72;78;1;45;29;9;48;87;28;22;31;29;25;73;86;88;43;24;42;83;11;53;10;37;56;5;87;10;33;17;59;40;41;5;28;6;35;61;79;0
217158463;1586; Facilities ;clos;422;0.399117276166456;0.600882723833543;1;48;2015;13;14;15;7;6;2;14;4;3;6;9;7;8;2;8;4;12;16;19;14;5;19;10;1;16;4;1;7;3;4;19;14;0;4;6;8;13;16;19;9;12;18;1;0;6;2;13;9
464204149;2412; Facilities ;clos;814;0.3287728026534;0.6712271973466;1;48;2015;22;25;28;21;12;27;4;5;25;31;29;33;27;9;29;16;26;1;3;5;15;14;32;3;3;28;13;8;27;15;15;30;13;18;1;4;1;29;22;8;14;14;11;19;12;27;24;16
772986488;3740; Classique ;clos;1094;0.432887700534759;0.567112299465241;1;48;2015;44;2;16;1;23;43;43;31;42;11;37;39;32;43;13;34;4;21;44;22;38;28;27;39;8;31;1;28;12;32;9;2;18;12;15;20;2;29;9;15;31;28;40;2;2;41;5;25
647113438;6607; Classique ;clos;2276;0.33010443469048;0.66989556530952;1;48;2015;9;39;26;79;20;78;47;62;62;63;32;80;85;7;23;3;28;68;81;91;84;2;6;62;27;44;92;84;32;14;61;78;59;58;55;30;83;92;51;68;40;1;28;9;29;45;16;43
982552323;3793; Classique ;clos;1420;0.409438439230161;0.590561560769839;1;48;2015;69;24;26;46;44;42;8;33;43;22;43;19;27;24;46;24;27;44;30;18;25;30;32;24;17;1;44;30;17;38;24;29;25;18;12;45;11;39;32;21;28;10;45;37;37;44;23;23
465255333;2006; Facilities ;clos;600;0.332003988035892;0.667996011964108;1;48;2015;1;20;19;9;10;17;22;14;1;14;13;9;9;15;4;5;16;21;4;8;15;7;10;21;24;10;6;6;5;20;10;2;0;11;22;19;24;7;8;7;23;23;23;14;17;17;14;4
353364701;5256; Classique ;clos;1393;0.480213089802131;0.519786910197869;1;48;2015;28;14;32;17;45;44;38;42;40;13;30;35;40;12;18;56;49;17;20;22;48;33;34;1;5;16;38;55;40;24;20;3;43;43;19;54;14;40;0;41;47;7;36;18;27;24;27;24
911144296;7292; Classique ;clos;1805;0.491497531541415;0.508502468458585;1;48;2015;21;75;34;25;64;9;62;2;48;45;29;60;28;11;10;73;55;51;70;34;66;37;57;1;34;25;43;62;28;51;58;5;63;36;37;23;44;54;17;12;75;0;32;39;45;16;26;13
435885256;3556; Classique ;clos;851;0.493250843644544;0.506749156355456;1;48;2015;39;32;5;30;34;12;26;13;26;8;27;19;8;25;15;7;12;1;37;19;30;29;13;19;37;32;8;1;6;1;0;6;2;13;6;10;35;10;22;34;0;36;23;10;13;37;23;0
782602911;4201; Classique ;clos;1192;0.429659604855987;0.570340395144013;1;48;2015;52;0;34;49;32;1;26;35;22;25;31;28;2;37;49;44;33;5;26;33;20;1;37;21;16;17;1;1;26;42;22;18;26;35;16;36;21;29;14;7;18;23;16;44;38;38;15;30
548694933;3634; Classique ;clos;1101;0.423225096312603;0.576774903687397;1;48;2015;28;20;7;14;6;29;3;3;23;5;12;40;43;42;9;10;26;4;41;24;31;40;25;27;36;16;40;17;31;25;21;29;3;15;35;29;42;17;6;11;42;32;13;15;38;27;30;19
466390195;3006; Classique ;clos;1050;0.308715901530273;0.691284098469727;1;48;2015;1;35;7;14;5;11;18;24;20;19;8;5;20;25;35;18;14;11;39;26;21;11;40;11;36;41;40;24;15;7;17;10;33;41;14;24;32;19;22;18;40;34;38;39;11;28;7;22
267716579;2135; Facilities ;clos;613;0.446838407494145;0.553161592505855;1;48;2015;3;19;15;3;12;20;1;0;16;1;5;23;11;12;20;22;14;18;22;24;11;17;14;20;10;18;0;22;6;22;19;22;22;17;24;3;17;5;7;3;21;3;4;1;21;14;3;6
287229834;4157; Classique ;clos;1006;0.452249218186192;0.547750781813808;1;48;2015;8;5;16;1;36;17;23;31;16;5;44;40;3;0;31;24;9;35;17;17;31;33;29;1;33;33;32;29;45;46;24;18;14;46;3;25;9;32;11;2;2;16;4;5;23;14;34;34
370492461;1592; Facilities ;clos;449;0.454145728643216;0.545854271356784;1;48;2015;5;15;15;15;12;2;6;5;12;1;12;16;3;1;5;4;16;1;7;0;0;1;17;8;13;18;11;3;16;3;12;16;6;9;14;10;17;12;11;12;14;2;13;1;14;12;14;17
195651623;4927; Classique ;clos;1369;0.394763547797849;0.605236452202151;1;48;2015;40;15;45;24;1;20;6;11;6;62;18;15;30;40;25;41;17;39;54;24;34;22;7;51;27;11;14;34;52;33;10;52;15;22;62;19;12;49;55;22;62;10;0;12;45;19;23;62
513265324;5478; Classique ;clos;1813;0.40872581234027;0.59127418765973;1;48;2015;22;45;36;39;21;13;36;36;46;20;40;3;36;57;13;52;45;61;1;9;52;66;63;26;46;34;47;30;42;51;47;38;50;19;46;57;55;65;10;25;37;20;43;58;40;32;64;19
192185586;2283; Facilities ;clos;767;0.409548839246605;0.590451160753395;1;48;2015;6;22;12;19;20;8;25;9;14;17;25;23;22;27;21;2;7;27;7;0;2;8;25;15;24;15;20;25;25;28;25;2;28;26;0;26;12;1;11;13;13;13;21;2;4;23;27;20
973556319;7230; Classique ;clos;2420;0.325034578146611;0.674965421853389;1;48;2015;199;37;18;18;12;64;4;88;22;36;66;100;13;17;84;67;94;65;74;55;28;3;77;29;91;80;1;62;0;81;54;28;10;35;60;95;60;0;2;49;86;39;91;71;50;44;47;14
352477305;4000; Classique ;clos;1217;0.3285;0.6715;1;48;2015;32;17;19;19;36;26;13;15;22;54;25;37;32;17;30;52;24;20;20;26;13;44;19;24;53;15;29;1;37;13;1;43;21;33;42;17;13;55;9;46;5;22;21;18;33;23;1;30
353718851;3063; Classique ;clos;781;0.473718576558929;0.526281423441071;1;48;2015;26;3;4;16;17;20;19;7;24;0;1;21;8;7;10;33;0;1;11;10;0;9;5;33;20;20;18;16;25;21;5;21;30;20;32;29;28;22;25;18;20;21;10;26;24;7;27;11
926411524;5829; Classique ;clos;1693;0.446731857951621;0.553268142048379;1;48;2015;104;4;39;66;39;23;18;35;48;4;58;54;29;9;28;4;56;0;45;32;40;30;58;32;25;38;12;59;6;46;46;53;55;25;58;54;22;67;55;64;0;25;5;25;62;9;13;14
655037156;7327; Classique ;clos;2156;0.447659342159137;0.552340657840863;1;48;2015;39;25;51;56;11;64;64;71;48;3;57;37;68;68;18;44;75;76;67;1;78;16;12;53;41;39;54;7;5;48;26;36;45;1;26;62;82;3;37;59;54;67;43;77;71;66;72;33
251933570;3827; Classique ;clos;1247;0.381761170629736;0.618238829370264;1;48;2015;101;9;28;11;25;4;41;36;6;37;6;34;19;49;17;39;27;10;4;9;10;18;32;4;15;28;46;44;20;27;37;23;45;47;13;31;30;15;32;17;16;19;21;8;41;8;43;45
211526791;5215; Classique ;clos;1507;0.433557046979866;0.566442953020134;1;48;2015;11;57;46;46;6;33;5;40;0;50;31;1;60;11;10;42;5;58;26;47;37;20;4;43;28;39;37;47;19;1;14;17;26;44;50;50;50;61;43;8;61;38;33;58;9;0;57;28
598618886;1823; Facilities ;clos;689;0.326933625891388;0.673066374108612;1;48;2015;59;10;17;16;16;11;14;24;3;12;11;20;21;6;6;0;25;4;20;20;25;1;21;11;3;9;22;24;2;20;7;21;9;10;17;16;21;11;9;23;0;14;12;6;9;23;22;6
758903358;7407; Classique ;clos;2194;0.32941811799649;0.67058188200351;1;48;2015;5;25;92;54;63;98;20;29;8;3;36;55;35;67;90;59;2;18;95;37;89;68;78;21;30;13;1;26;38;37;4;101;30;56;3;102;98;23;54;11;18;10;86;84;65;57;42;58
187781819;5882; Classique ;clos;1412;0.467528051683101;0.532471948316899;1;48;2015;10;25;13;34;58;63;62;10;9;16;14;43;36;12;45;61;26;5;26;54;51;62;31;54;15;65;4;12;7;1;57;50;36;1;48;36;3;31;7;14;2;43;37;20;33;3;13;54
595332308;3699; Classique ;clos;1160;0.354420113544201;0.645579886455799;1;48;2015;125;11;10;13;38;33;5;33;34;3;29;14;12;45;15;20;38;46;27;21;26;2;2;37;9;2;30;0;45;47;23;31;34;27;1;26;8;42;34;29;6;0;3;12;31;28;9;44
691230358;3420; Classique ;clos;801;0.499122807017544;0.500877192982456;1;48;2015;19;34;28;8;0;4;25;29;15;23;34;31;10;20;25;19;35;29;4;3;4;2;19;10;11;28;13;32;17;5;20;0;13;21;9;31;29;23;0;12;4;12;9;29;31;6;2;14
997201817;3800; Classique ;clos;1062;0.431315789473684;0.568684210526316;1;48;2015;123;15;10;16;22;32;39;40;1;4;44;12;37;0;6;42;29;7;20;20;16;28;5;29;25;42;23;28;4;37;7;9;7;1;28;16;13;2;19;40;22;29;20;16;22;27;14;14
469596793;7118; Classique ;clos;1915;0.488339421185726;0.511660578814274;1;48;2015;49;29;52;51;9;65;51;11;63;60;49;35;73;61;8;40;1;55;18;70;3;74;39;25;33;23;22;39;71;34;60;3;10;69;21;23;69;52;9;8;34;34;74;68;24;55;50;39
276838867;3493; Classique ;clos;1272;0.318923561408531;0.681076438591469;1;48;2015;30;22;49;4;33;19;34;8;36;37;14;49;33;23;47;29;49;0;17;20;31;30;27;40;4;22;30;1;46;34;28;27;12;37;32;1;36;2;43;44;48;29;5;39;25;9;5;32
286461950;1174; Facilities ;clos;225;0.48381601362862;0.51618398637138;1;48;2015;6;1;5;0;8;7;9;2;11;3;0;1;4;0;3;4;7;0;0;1;5;1;7;3;9;0;6;2;11;9;1;2;5;2;6;1;6;6;6;4;11;12;2;2;2;12;11;9
973917161;3091; Classique ;clos;880;0.480750566159819;0.519249433840181;1;48;2015;52;27;12;30;10;18;8;0;12;19;8;20;15;19;11;18;26;15;30;33;17;9;26;7;15;9;24;31;25;21;10;23;27;4;4;31;32;12;4;15;17;30;14;13;31;31;13;2
139128882;5429; Classique ;clos;1643;0.399152698471173;0.600847301528827;1;48;2015;0;12;41;26;67;58;61;51;53;22;53;56;54;25;10;30;12;11;11;24;60;27;50;46;57;4;2;5;40;22;31;32;29;63;43;49;19;23;8;48;32;57;40;38;25;60;5;51
421110518;4631; Classique ;clos;1428;0.415245087454114;0.584754912545886;1;48;2015;70;41;38;20;17;3;4;48;10;17;41;0;30;37;29;54;24;22;54;25;19;53;56;42;44;41;43;33;34;11;50;13;15;5;32;19;40;26;52;2;2;31;37;26;26;6;42;44
775037918;2253; Facilities ;clos;786;0.339103417665335;0.660896582334665;1;48;2015;7;27;25;3;30;11;3;28;30;26;18;26;19;25;19;21;29;22;17;0;10;31;27;30;10;23;1;14;6;12;8;13;1;20;27;29;20;3;8;3;12;6;23;23;3;15;13;9
785681867;4161; Classique ;clos;1290;0.354241768805576;0.645758231194424;1;48;2015;22;5;48;4;49;0;35;48;23;33;54;9;2;39;35;30;17;34;3;23;37;53;2;21;12;8;38;47;33;42;12;29;14;20;26;2;21;34;22;23;19;20;55;52;19;42;44;30
507845783;2155; Facilities ;clos;727;0.356380510440835;0.643619489559165;1;48;2015;31;26;11;20;25;14;28;21;17;13;20;27;9;0;11;23;9;10;7;17;9;9;13;15;8;1;2;20;6;22;27;20;4;2;15;24;27;19;24;14;22;11;9;7;13;7;20;18
558327725;1556; Facilities ;clos;609;0.300771208226221;0.699228791773779;1;48;2015;0;1;10;16;5;17;18;22;22;9;6;22;5;0;10;2;2;22;21;7;19;6;20;8;18;16;12;4;22;17;21;3;20;22;11;19;7;15;17;7;22;14;17;8;6;12;12;17
152136424;4205; Classique ;clos;1073;0.48038049940547;0.51961950059453;1;48;2015;22;23;7;44;10;2;1;15;42;17;5;15;29;8;35;7;37;44;29;18;15;37;28;34;22;6;30;28;38;36;19;15;1;24;28;34;15;8;35;44;9;17;13;21;28;41;14;23
748503036;7281; Classique ;clos;2139;0.34706771047933;0.65293228952067;1;48;2015;236;1;75;25;6;12;51;39;28;47;94;65;3;59;39;25;17;90;15;5;51;20;10;19;49;9;98;33;95;61;25;19;86;46;52;37;49;0;51;87;19;16;58;65;6;92;18;36
396958570;4981; Classique ;clos;1269;0.479823328648866;0.520176671351134;1;48;2015;52;30;25;40;36;52;13;21;7;13;11;17;7;43;8;33;25;42;40;10;39;2;35;7;34;19;10;50;51;29;10;48;31;13;12;20;21;42;7;28;22;13;38;27;39;35;21;41
143799969;3144; Classique ;clos;1027;0.335241730279898;0.664758269720102;1;48;2015;88;28;8;1;15;5;36;11;24;15;2;37;23;22;41;21;40;9;8;34;35;1;34;17;35;11;28;13;19;28;40;8;6;10;18;20;34;18;38;2;16;22;31;16;37;12;2;8
444141928;4116; Classique ;clos;1426;0.427356656948494;0.572643343051506;1;48;2015;123;21;5;39;28;30;16;36;16;19;24;40;39;36;39;48;48;39;2;43;20;39;41;1;21;14;4;23;9;44;37;8;30;19;43;19;13;18;44;32;28;37;3;47;12;46;38;45
561546496;4385; Classique ;clos;1145;0.472063854047891;0.527936145952109;1;48;2015;0;36;34;39;22;18;9;20;18;37;24;22;14;40;44;40;0;13;11;42;37;16;22;29;23;29;48;30;28;21;38;32;17;15;34;9;4;5;33;6;14;14;29;16;18;31;27;37
567518688;3430; Classique ;clos;855;0.463556851311953;0.536443148688047;1;48;2015;8;26;13;32;34;21;3;4;31;25;5;35;5;11;31;7;3;30;19;7;16;38;18;4;7;18;29;28;33;15;11;36;18;20;17;10;11;16;17;37;5;2;19;22;26;24;6;2
381808357;4188; Classique ;clos;1483;0.40090735434575;0.59909264565425;1;48;2015;104;41;39;36;44;25;24;46;27;35;9;20;24;50;31;46;22;33;27;34;47;6;20;43;50;18;27;21;18;30;40;17;23;14;5;34;50;38;25;50;43;17;1;35;19;31;5;39
513524956;2908; Facilities ;clos;784;0.483493810178817;0.516506189821183;1;48;2015;47;4;5;7;15;22;30;29;21;5;30;14;27;19;0;11;25;12;2;10;8;14;6;12;13;16;15;14;9;12;28;17;18;22;17;23;20;0;29;24;19;7;27;30;22;18;1;8
258738354;5224; Classique ;clos;1216;0.451952526799387;0.548047473200613;1;48;2015;23;8;9;7;39;25;20;28;44;37;23;5;51;4;2;6;36;49;33;50;21;2;35;6;23;6;11;25;32;3;4;31;44;7;39;14;46;28;14;40;31;34;29;52;47;58;19;16
731517961;6187; Classique ;clos;1916;0.312590916437692;0.687409083562308;1;48;2015;3;61;42;56;54;24;67;4;27;25;59;62;26;11;21;67;10;20;6;66;47;73;74;59;84;12;30;51;21;20;8;40;38;19;54;47;4;76;80;36;23;11;50;61;26;85;38;38
381605008;6704; Classique ;clos;1792;0.457786396181384;0.542213603818616;1;48;2015;126;48;52;37;62;64;1;29;10;29;8;32;26;27;37;23;42;46;25;0;20;59;31;75;16;24;61;22;60;6;4;67;69;32;47;63;48;9;52;20;19;33;35;3;50;8;73;62
987295916;5610; Classique ;clos;1658;0.416042780748663;0.583957219251337;1;48;2015;110;44;29;5;39;55;43;39;45;13;52;24;35;36;38;3;2;20;6;20;20;2;24;0;18;53;68;43;52;16;27;48;64;63;21;61;15;47;24;33;34;62;20;11;36;56;49;33
562373469;7260; Classique ;clos;2176;0.443112947658402;0.556887052341598;1;48;2015;111;72;54;63;70;23;75;59;76;12;8;4;16;11;75;55;22;78;16;71;54;48;13;47;56;24;9;8;68;71;23;35;47;39;73;22;65;52;72;41;26;13;59;45;50;84;11;50
782149245;6043; Classique ;clos;1664;0.448783716697005;0.551216283302995;1;48;2015;117;21;56;52;11;60;1;29;53;31;67;10;23;57;50;31;9;0;16;44;3;48;56;27;29;1;37;30;21;23;64;18;36;10;18;4;54;14;63;63;21;55;62;54;18;52;3;42
727384338;2457; Facilities ;clos;777;0.30972730972731;0.69027269027269;1;48;2015;0;23;18;28;19;31;19;0;13;14;7;5;5;8;26;33;4;7;12;8;3;32;21;30;27;8;27;28;16;8;15;5;24;6;8;15;28;25;27;11;25;1;11;31;7;19;15;24
652398658;3711; Classique ;clos;1309;0.329830234438157;0.670169765561843;1;48;2015;17;37;43;40;20;10;2;1;41;44;37;48;27;36;16;11;16;49;51;45;16;3;51;43;10;25;2;47;1;41;41;16;28;0;25;19;35;34;30;38;13;10;38;32;18;15;36;51
674294613;3931; Classique ;clos;1261;0.449503943017044;0.550496056982956;1;48;2015;11;40;7;22;27;45;43;4;20;35;16;24;28;7;0;4;0;43;42;43;7;40;31;36;16;44;31;10;24;3;32;27;9;42;23;25;38;36;38;8;45;16;37;30;45;29;41;37
648296174;5250; Classique ;clos;1912;0.300380952380952;0.699619047619048;1;48;2015;21;21;8;7;53;67;63;73;3;22;64;23;41;68;7;51;33;0;51;66;59;65;65;38;18;47;43;36;73;40;23;55;3;32;11;69;75;7;57;73;42;9;74;63;40;17;17;19
228432911;3441; Classique ;clos;971;0.424585876198779;0.575414123801221;1;48;2015;15;6;36;11;27;5;21;9;10;24;40;23;36;29;11;31;7;27;38;14;11;0;1;17;0;28;39;21;23;12;28;13;27;38;11;27;33;10;23;23;7;27;24;36;3;27;29;13
249242103;5816; Classique ;clos;2197;0.30519257221458;0.694807427785419;1;48;2015;49;69;19;56;35;40;56;17;71;48;12;52;77;81;30;3;11;83;44;42;83;71;48;39;17;69;25;45;67;50;67;43;51;78;58;62;19;83;5;72;58;6;70;16;68;21;6;5
293008073;2148; Facilities ;clos;657;0.397579143389199;0.602420856610801;1;48;2015;53;7;23;1;15;18;14;12;7;23;18;11;16;16;15;10;12;20;19;12;12;10;23;19;0;18;12;3;19;22;11;9;7;19;5;10;25;14;23;2;0;11;3;26;0;7;6;19
400303450;7058; Classique ;clos;2292;0.3169453102862;0.6830546897138;1;48;2015;33;17;22;89;10;5;15;51;64;57;3;38;93;86;33;44;20;25;71;99;16;81;28;68;13;79;36;47;54;60;96;33;89;16;69;23;82;30;93;20;78;47;21;41;54;53;62;28
282153655;3401; Classique ;clos;1032;0.360776242281682;0.639223757718318;1;48;2015;1;45;23;20;33;1;16;38;22;17;25;10;9;36;14;14;39;31;0;30;6;19;29;23;37;5;36;17;43;32;38;4;6;40;6;4;30;10;13;45;22;30;3;5;7;21;36;41
683512172;6419; Classique ;clos;1926;0.496494781118554;0.503505218881446;1;48;2015;18;66;44;9;7;41;60;29;28;12;44;55;34;55;44;15;21;30;34;46;65;56;48;23;59;63;37;23;55;42;44;29;39;63;59;34;35;50;64;36;23;60;39;51;31;65;35;6
967564196;1226; Facilities ;clos;325;0.470636215334421;0.529363784665579;1;48;2015;22;7;0;3;1;1;5;1;11;13;13;1;4;2;13;11;6;11;0;2;13;10;6;11;10;5;11;2;7;7;12;1;7;9;5;2;10;4;5;8;9;3;1;7;9;9;8;7
693950022;3476; Classique ;clos;969;0.432393555811277;0.567606444188723;1;48;2015;2;20;24;14;27;31;29;40;31;32;14;14;33;26;3;16;38;7;19;34;6;17;5;28;3;0;3;12;31;20;10;9;17;20;17;26;1;40;20;33;17;6;30;11;29;35;31;38
418388000;4938; Classique ;clos;1243;0.485621709194006;0.514378290805994;1;48;2015;54;25;22;6;34;24;14;26;49;20;44;47;47;42;37;35;4;6;45;29;4;12;18;20;36;14;41;23;43;43;13;20;25;9;26;6;6;9;44;33;18;16;31;34;42;7;5;35
392187434;5834; Classique ;clos;1593;0.471888926979774;0.528111073020226;1;48;2015;16;7;23;44;26;19;19;55;29;64;47;43;54;8;30;62;1;14;49;10;51;49;58;50;52;20;62;0;43;21;49;1;2;1;63;52;16;6;13;23;30;55;58;59;6;49;26;58
826024283;3358; Classique ;clos;1190;0.318344252531269;0.681655747468731;1;48;2015;1;24;6;32;5;15;16;22;7;40;42;15;8;4;37;41;36;46;41;10;16;41;39;36;34;16;35;37;10;20;34;13;16;31;44;46;0;13;17;29;45;24;20;6;40;21;20;39
358812416;1324; Facilities ;clos;330;0.411631419939577;0.588368580060423;1;48;2015;10;3;0;15;9;12;3;8;8;11;13;9;2;2;0;12;14;10;0;5;6;8;11;1;3;15;1;0;10;9;8;9;9;2;1;0;13;0;10;1;13;15;2;4;2;13;7;11
413647437;4928; Classique ;clos;1624;0.40726461038961;0.59273538961039;1;48;2015;98;18;26;43;1;39;58;42;55;31;58;52;14;45;16;48;40;1;37;5;59;22;32;5;27;21;52;33;40;15;41;19;60;28;44;47;32;1;18;50;11;40;13;42;24;48;45;28
687784639;1328; Facilities ;clos;426;0.341114457831325;0.658885542168675;1;48;2015;34;14;0;7;5;0;0;12;1;8;3;2;0;0;17;7;16;16;8;14;13;5;6;12;10;9;14;6;15;17;11;11;1;15;6;4;13;12;10;8;15;18;16;0;1;2;12;0
674107771;4060; Classique ;clos;1214;0.37192118226601;0.62807881773399;1;48;2015;93;5;10;17;30;6;13;23;32;5;8;13;3;16;39;25;21;34;50;17;31;29;46;8;21;0;48;39;9;14;40;18;1;34;41;49;48;27;47;33;7;13;14;23;31;40;2;41
164601077;5946; Classique ;clos;1430;0.488900100908174;0.511099899091827;1;48;2015;87;17;24;23;52;59;43;30;39;31;42;8;26;43;53;7;29;28;6;24;6;15;27;26;33;9;44;16;11;27;1;52;2;32;37;53;28;43;23;59;21;37;24;6;11;57;24;35
392176644;3928; Classique ;clos;1520;0.386456211812627;0.613543788187373;1;48;2015;90;44;39;39;39;34;26;15;43;50;42;6;25;2;31;3;40;13;37;40;36;27;41;22;39;0;22;40;9;37;29;42;46;37;48;9;31;26;38;47;25;35;14;24;34;42;42;20
835963988;5744; Classique ;clos;1904;0.361942896935933;0.638057103064067;1;48;2015;6;14;36;13;47;10;6;17;58;16;29;50;40;16;3;4;48;69;23;35;67;60;47;32;54;71;68;9;30;44;63;65;51;17;65;54;68;44;71;17;14;62;67;27;68;70;24;35
905294256;2920; Facilities ;clos;775;0.498972602739726;0.501027397260274;1;48;2015;55;0;1;28;24;23;17;12;2;18;19;25;25;11;2;13;13;5;22;2;26;25;1;19;9;28;9;24;26;7;15;6;27;16;24;4;19;16;3;25;19;3;13;20;16;7;21;30
260917928;2532; Facilities ;clos;976;0.322274881516588;0.677725118483412;1;48;2015;80;11;9;35;12;33;21;29;32;14;24;35;15;17;13;32;14;32;23;24;12;17;11;17;31;33;16;28;15;12;22;11;20;6;3;24;12;26;6;16;15;13;34;11;16;26;11;7
