Id_contrat; Expo ; typ_produit ; Recup_total ;Statut_cloture;lgd ;tx_recup_total;controle;duree ; date_entree_defaut ;recup1;recup2;recup3;recup4;recup5;recup6;recup7;recup8;recup9;recup10;recup11;recup12;recup13;recup14;recup15;recup16;recup17;recup18;recup19;recup20;recup21;recup22;recup23;recup24;recup25;recup26;recup27;recup28;recup29;recup30;recup31;recup32;recup33;recup34;recup35;recup36;recup37;recup38;recup39;recup40;recup41;recup42;recup43;recup44;recup45;recup46;recup47;recup48
454888668;6448; Classique ;3649;clos;0.43409;0.56591;1;44;2016;18;10;30;67;8;7;1;67;10;53;42;63;51;17;33;19;29;27;45;10;39;28;1;36;19;32;23;49;18;14;54;30;49;27;32;45;6;20;36;14;13;29;40;2388;0;0;0;0
732553070;1471; Facilitié de paiement ;768;clos;0.47791;0.52209;1;45;2016;1;1;2;9;8;12;1;3;0;10;5;4;5;4;2;5;5;2;10;13;7;13;1;4;6;0;4;8;1;12;7;2;7;5;6;6;3;4;5;0;7;10;6;0;542;0;0;0
664413318;4380; Classique ;2310;clos;0.4726;0.5274;1;37;2016;3;44;37;32;0;41;24;10;40;30;18;9;28;14;25;33;37;21;25;13;32;26;0;30;28;23;28;10;11;26;1;6;12;9;9;15;1560;0;0;0;0;0;0;0;0;0;0;0
463509307;6341; Classique ;3517;clos;0.44536;0.55464;1;47;2015;6;11;43;13;46;6;10;41;66;58;36;61;53;11;10;17;48;20;47;28;54;55;6;49;45;7;31;15;0;31;40;39;45;24;29;12;4;6;10;5;7;36;19;39;44;9;2225;0
570641023;7031; Classique ;4054;assimilé clos;0.42341;0.57659;1;48;2015;66;39;47;56;40;5;67;68;69;41;27;22;43;15;10;0;11;32;36;38;4;42;37;41;8;14;56;28;10;44;37;57;47;29;14;14;46;23;49;10;28;26;51;43;16;4;37;250.7
255664810;5465; Classique ;3657;clos;0.33083;0.66917;1;45;2016;45;42;7;56;51;5;10;30;45;60;7;44;41;0;53;8;32;2;4;1;36;16;12;51;30;50;33;23;12;1;7;22;34;38;50;17;5;28;26;1;36;14;50;15;2507;0;0;0
368000760;1865; Facilitié de paiement ;1097;clos;0.4118;0.5882;1;43;2016;12;21;16;16;13;17;19;5;13;1;2;15;8;16;16;16;12;2;13;9;0;16;9;10;12;5;0;5;8;4;15;15;14;1;8;4;0;9;7;12;7;9;685;0;0;0;0;0
870475847;5281; Classique ;2939;clos;0.44348;0.55652;1;39;2016;4;0;15;38;5;38;10;40;19;31;27;5;11;30;24;12;14;14;13;42;25;41;45;20;23;18;18;11;38;31;4;28;31;29;11;40;28;31;2075;0;0;0;0;0;0;0;0;0
222522083;4053; Classique ;2805;clos;0.30792;0.69208;1;45;2016;10;19;6;39;20;54;0;49;19;51;40;42;29;32;42;18;35;11;2;29;41;8;6;18;32;29;4;27;25;3;24;33;31;1;36;17;6;27;10;8;37;13;15;4;1803;0;0;0
198986139;1142; Facilitié de paiement ;663;clos;0.41944;0.58056;1;41;2016;0;1;1;0;13;5;1;1;10;12;7;3;6;12;2;6;5;5;11;9;1;11;8;9;6;6;0;0;8;3;2;7;3;4;3;7;9;7;6;0;453;0;0;0;0;0;0;0
513199629;7128; Classique ;3611;clos;0.49341;0.50659;1;47;2015;3;58;46;47;66;41;16;65;22;36;39;63;58;32;11;34;9;8;0;11;32;4;31;2;11;48;47;50;47;47;52;12;7;7;12;25;28;43;8;20;24;28;40;35;6;43;2237;0
534544365;2497; Facilitié de paiement ;1564;assimilé clos;0.37365;0.62635;1;48;2015;23;13;27;14;19;4;6;4;27;24;0;0;13;12;13;23;9;3;23;4;14;9;16;11;11;23;12;11;8;6;14;12;2;15;10;10;6;19;13;20;4;21;1;11;13;14;19;97.8
862034792;2924; Facilitié de paiement ;1990;clos;0.31943;0.68057;1;43;2016;74;23;31;29;26;18;12;27;5;16;30;33;11;0;17;9;8;16;11;30;28;23;17;6;13;4;19;16;8;19;11;11;6;12;24;18;15;11;18;18;23;21;1223;0;0;0;0;0
542968710;4456; Classique ;2826;clos;0.3658;0.6342;1;39;2016;65;27;29;18;0;44;30;38;20;47;17;20;43;0;28;5;3;18;20;7;45;17;41;26;20;38;33;36;7;3;30;26;38;12;13;35;19;15;1893;0;0;0;0;0;0;0;0;0
713977830;2212; Facilitié de paiement ;1341;clos;0.39376;0.60624;1;45;2016;29;23;9;6;18;4;13;0;15;5;17;21;21;21;14;18;17;21;21;13;20;11;17;8;7;0;7;12;13;2;2;3;1;17;10;16;14;10;1;8;2;12;3;7;832;0;0;0
512872840;6351; Classique ;3217;assimilé clos;0.49347;0.50653;1;48;2015;65;3;3;32;33;34;54;32;35;28;46;46;12;12;39;3;38;6;35;35;41;9;3;28;3;39;11;3;7;0;34;31;14;6;0;36;21;18;37;37;22;18;32;20;27;40;25;206.4
648320476;7108; Classique ;4805;clos;0.324;0.676;1;46;2016;20;94;62;69;78;69;28;72;26;36;4;43;31;63;73;23;1;58;48;57;18;28;14;25;44;39;34;52;43;44;17;5;21;27;24;28;61;8;0;36;15;46;5;28;42;3146;0;0
885832782;5130; Classique ;2826;clos;0.44912;0.55088;1;39;2016;0;50;8;22;35;4;7;34;49;39;32;45;0;49;29;18;17;28;1;44;18;38;7;11;40;11;28;23;11;17;10;29;8;5;8;14;16;10;2011;0;0;0;0;0;0;0;0;0
582458546;1607; Facilitié de paiement ;1034;clos;0.35657;0.64343;1;37;2016;10;13;3;19;2;11;15;2;13;17;2;0;15;10;4;1;6;14;14;9;2;5;3;8;2;4;12;7;7;0;3;2;5;10;7;13;764;0;0;0;0;0;0;0;0;0;0;0
521280080;3461; Classique ;1746;clos;0.49552;0.50448;1;45;2016;29;9;7;7;15;18;2;8;23;19;2;21;10;25;26;26;23;19;21;14;20;0;28;20;11;23;2;8;6;16;16;13;10;12;12;8;18;17;6;2;13;22;7;14;1118;0;0;0
744338285;5338; Classique ;3411;clos;0.361;0.639;1;36;2016;22;17;17;8;43;31;15;58;15;48;37;31;46;48;9;52;54;51;4;7;26;18;9;18;3;6;12;50;18;51;27;35;15;36;3;2471;0;0;0;0;0;0;0;0;0;0;0;0
643361722;5898; Classique ;3626;clos;0.38522;0.61478;1;44;2016;69;8;37;35;58;34;27;5;10;49;64;62;56;5;38;59;45;5;35;55;16;36;20;15;41;13;54;39;4;5;26;22;23;43;21;3;7;37;35;36;38;14;25;2297;0;0;0;0
347505678;4556; Classique ;3006;clos;0.34021;0.65979;1;44;2016;31;42;0;9;11;32;35;32;16;41;53;8;44;13;47;44;11;36;45;44;14;9;8;25;4;42;29;28;20;12;43;29;22;9;18;14;26;24;13;34;10;36;4;1939;0;0;0;0
693418906;2873; Facilitié de paiement ;1723;clos;0.40028;0.59972;1;37;2016;86;20;9;29;25;0;6;24;8;3;28;16;12;8;19;18;20;23;8;24;24;24;18;2;3;0;17;24;2;14;5;7;4;0;13;11;1169;0;0;0;0;0;0;0;0;0;0;0
621292405;3981; Classique ;2080;clos;0.47752;0.52248;1;47;2015;14;9;28;17;35;4;22;11;5;30;7;32;34;7;7;33;22;10;8;3;15;12;4;18;23;14;23;5;21;31;24;1;8;13;27;8;26;19;11;13;20;24;24;25;16;19;1298;0
993622449;4519; Classique ;3077;clos;0.3191;0.6809;1;37;2016;20;44;50;54;34;46;47;41;53;46;9;43;35;42;44;21;40;32;1;13;40;43;4;0;30;42;5;15;16;19;9;32;8;15;16;28;2040;0;0;0;0;0;0;0;0;0;0;0
690517903;5747; Classique ;3671;clos;0.36123;0.63877;1;45;2016;94;16;46;56;68;14;8;25;8;16;32;18;32;63;33;11;38;41;25;60;30;50;34;2;55;27;38;5;52;36;41;5;18;46;3;43;46;41;46;28;11;37;42;43;2188;0;0;0
996554269;5176; Classique ;3004;clos;0.41963;0.58037;1;38;2016;0;23;37;55;38;52;54;30;36;14;33;15;38;41;27;3;18;39;19;33;36;23;26;9;27;41;6;18;7;1;34;35;14;40;29;9;39;2005;0;0;0;0;0;0;0;0;0;0
752550741;2030; Facilitié de paiement ;1142;clos;0.43744;0.56256;1;44;2016;8;21;5;17;2;13;8;6;12;0;7;18;15;6;19;0;0;12;19;15;4;13;12;15;11;6;13;12;9;9;6;16;3;15;9;4;3;8;2;9;7;9;3;741;0;0;0;0
531013476;6576; Classique ;3785;clos;0.42442;0.57558;1;41;2016;88;37;49;40;9;28;66;51;19;55;43;47;24;40;8;40;49;51;44;42;55;47;48;18;5;11;27;14;49;30;36;50;50;37;38;47;26;15;14;34;2304;0;0;0;0;0;0;0
680499524;7181; Classique ;3939;clos;0.45147;0.54853;1;37;2016;37;48;11;2;69;59;14;60;18;8;15;69;65;12;21;28;54;34;25;38;36;59;54;12;29;12;31;27;25;25;2;42;38;5;40;54;2761;0;0;0;0;0;0;0;0;0;0;0
747453215;2903; Facilitié de paiement ;1836;clos;0.36755;0.63245;1;47;2015;56;19;0;23;7;3;14;4;34;6;8;32;7;27;22;27;21;7;1;24;26;4;23;17;8;9;19;17;2;19;12;12;11;22;0;13;4;19;4;7;14;13;22;8;8;0;1181;0
931049214;3666; Classique ;2503;clos;0.31724;0.68276;1;43;2016;11;47;26;15;48;26;41;8;37;2;13;39;16;25;34;28;7;6;12;31;29;10;22;23;33;23;28;23;8;20;20;11;16;2;15;18;29;8;5;27;1;1;1659;0;0;0;0;0
507039550;1302; Facilitié de paiement ;698;clos;0.4639;0.5361;1;40;2016;8;7;5;1;7;13;10;11;12;6;4;0;11;9;0;3;11;9;6;0;5;7;9;1;10;3;8;6;10;1;10;8;4;1;6;7;2;9;7;451;0;0;0;0;0;0;0;0
931199401;1960; Facilitié de paiement ;1256;clos;0.35918;0.64082;1;37;2016;2;14;12;5;19;23;22;13;6;4;2;20;18;11;6;11;21;20;17;10;18;3;2;13;0;6;11;12;9;15;16;6;7;9;12;15;846;0;0;0;0;0;0;0;0;0;0;0
648225331;3695; Classique ;1988;clos;0.46198;0.53802;1;40;2016;29;1;23;22;23;13;6;20;32;24;9;21;6;10;1;11;30;34;9;1;19;28;21;23;5;22;13;24;6;5;12;27;13;6;25;13;20;10;17;1354;0;0;0;0;0;0;0;0
676177666;4528; Classique ;2878;clos;0.3644;0.6356;1;35;2016;28;23;51;13;0;45;14;3;23;15;26;9;32;8;36;2;43;50;46;5;26;38;43;22;8;4;30;22;9;36;41;31;16;4;2076;0;0;0;0;0;0;0;0;0;0;0;0;0
937253413;4587; Classique ;2606;clos;0.43187;0.56813;1;36;2016;49;21;35;26;5;11;3;4;2;42;42;4;29;34;12;32;10;15;26;34;23;32;0;19;5;32;32;26;14;23;31;8;19;30;29;1847;0;0;0;0;0;0;0;0;0;0;0;0
277873552;4236; Classique ;2792;clos;0.34089;0.65911;1;39;2016;35;35;30;14;24;42;51;5;46;21;3;10;48;37;17;11;39;43;17;9;13;18;5;44;36;25;37;22;40;20;33;20;0;30;16;9;22;5;1860;0;0;0;0;0;0;0;0;0
993506507;2992; Facilitié de paiement ;1952;clos;0.34759;0.65241;1;39;2016;7;1;32;4;23;8;34;35;1;29;26;23;4;21;0;27;22;3;11;13;6;23;31;6;22;21;16;16;7;18;1;7;26;8;25;12;9;4;1370;0;0;0;0;0;0;0;0;0
665777811;4473; Classique ;3005;clos;0.32819;0.67181;1;46;2016;42;19;4;3;50;25;53;17;38;18;17;47;42;26;0;18;8;9;20;9;3;38;1;0;3;21;0;6;42;10;8;28;17;5;17;26;32;16;14;1;17;7;8;16;39;2165;0;0
464356638;6484; Classique ;4015;clos;0.38078;0.61922;1;41;2016;5;65;47;53;44;28;20;0;71;39;33;62;31;65;26;41;31;5;1;35;26;33;39;36;9;8;40;15;5;17;35;46;39;37;20;43;33;48;38;24;2722;0;0;0;0;0;0;0
184826601;2891; Facilitié de paiement ;1669;clos;0.42269;0.57731;1;37;2016;0;20;28;32;15;20;5;4;6;8;0;17;29;28;3;9;0;23;17;15;21;18;26;7;19;24;18;12;13;16;5;5;10;1;20;6;1169;0;0;0;0;0;0;0;0;0;0;0
822327540;1424; Facilitié de paiement ;821;clos;0.42346;0.57654;1;38;2016;7;9;5;11;6;7;13;4;9;13;3;1;0;3;3;13;5;14;4;11;1;2;3;11;13;5;12;3;11;6;6;8;4;1;8;1;7;578;0;0;0;0;0;0;0;0;0;0
463040379;6009; Classique ;3661;clos;0.39075;0.60925;1;38;2016;74;53;0;24;54;20;44;59;24;58;12;49;20;60;50;19;2;29;49;26;7;21;31;8;15;45;24;14;3;21;20;33;28;34;20;6;4;2601;0;0;0;0;0;0;0;0;0;0
379166854;7464; Classique ;4278;clos;0.42685;0.57315;1;44;2016;106;6;46;43;40;17;48;73;43;14;18;76;9;53;18;39;66;25;61;28;40;45;55;23;37;54;23;36;3;27;38;11;40;40;11;29;53;42;17;24;53;25;34;2689;0;0;0;0
577377115;2927; Facilitié de paiement ;1950;clos;0.33379;0.66621;1;47;2015;19;23;31;6;32;32;25;28;2;19;2;18;17;21;28;21;18;31;20;15;29;14;5;13;25;17;17;23;24;3;15;12;26;16;3;13;4;8;14;11;15;16;18;11;20;23;1147;0
158621280;6449; Classique ;3966;clos;0.38502;0.61498;1;47;2015;35;72;40;13;68;19;14;33;44;62;38;16;2;50;51;31;27;36;58;18;39;63;28;17;53;14;41;0;15;57;36;0;33;32;27;49;54;5;47;18;17;40;5;12;49;24;2464;0
111828945;4036; Classique ;2272;clos;0.43707;0.56293;1;44;2016;67;34;5;21;41;22;37;31;40;8;8;35;31;27;27;2;31;17;2;11;15;31;17;5;10;22;1;3;26;0;25;30;4;2;4;8;4;6;2;14;13;2;19;1512;0;0;0;0
685000990;4770; Classique ;3084;clos;0.35346;0.64654;1;42;2016;10;33;40;17;1;56;4;22;24;30;1;26;43;45;37;9;5;32;41;50;26;49;39;36;12;9;19;24;32;38;6;8;44;22;26;35;21;37;3;30;36;2006;0;0;0;0;0;0
957775582;2153; Facilitié de paiement ;1086;clos;0.49559;0.50441;1;41;2016;49;0;12;11;2;18;13;7;0;17;14;17;14;16;17;3;3;2;17;4;3;12;4;11;13;9;11;1;2;6;0;14;0;13;2;1;12;2;7;11;716;0;0;0;0;0;0;0
719727615;2423; Facilitié de paiement ;1547;clos;0.36154;0.63846;1;46;2016;40;4;2;22;10;7;25;24;25;2;22;2;3;8;18;3;17;3;10;13;10;1;17;24;12;22;4;5;3;3;11;19;6;22;18;15;19;3;10;11;14;9;15;10;16;988;0;0
518905697;3873; Classique ;2189;assimilé clos;0.43481;0.56519;1;48;2015;7;16;23;7;12;21;33;21;17;32;31;6;8;32;37;33;5;12;18;5;5;29;27;20;26;31;17;18;2;12;18;16;27;27;19;20;25;18;12;15;16;12;9;6;25;13;26;132.2
898487222;6395; Classique ;4393;assimilé clos;0.31306;0.68694;1;48;2015;19;74;28;28;81;18;35;53;17;7;17;1;59;27;75;61;51;43;16;53;69;6;58;21;68;11;37;26;18;21;61;63;48;11;62;15;25;24;17;2;10;7;54;28;25;0;47;279.6
615759830;4606; Classique ;2395;clos;0.48003;0.51997;1;46;2016;23;19;15;33;1;45;40;22;17;18;37;15;26;32;30;15;3;27;5;28;15;9;10;38;17;26;12;21;25;26;29;10;20;29;17;20;14;26;29;0;11;21;17;6;13;1483;0;0
252492063;6029; Classique ;3448;clos;0.4281;0.5719;1;45;2016;9;2;11;10;23;58;64;17;38;4;9;56;15;34;24;52;23;11;43;31;32;1;14;37;37;50;21;20;34;31;40;2;12;10;5;48;15;1;6;17;38;18;7;37;2381;0;0;0
491878218;5764; Classique ;3808;clos;0.33935;0.66065;1;45;2016;4;41;23;4;57;20;43;53;29;7;63;27;39;45;7;61;56;62;59;41;53;45;20;11;42;3;30;24;22;10;33;35;10;6;30;51;48;7;2;48;12;28;19;16;2462;0;0;0
945371037;7416; Classique ;4330;clos;0.41613;0.58387;1;47;2015;28;41;67;30;0;45;32;57;57;15;29;60;14;63;10;33;47;11;44;45;66;44;5;58;30;60;51;5;19;4;47;34;5;0;51;20;58;2;59;37;41;43;15;9;53;27;2759;0
378128275;2745; Facilitié de paiement ;1615;clos;0.41166;0.58834;1;36;2016;32;14;4;28;6;23;5;16;28;5;21;19;21;11;0;18;13;13;22;3;0;17;12;2;14;14;19;20;15;19;6;23;17;14;13;1108;0;0;0;0;0;0;0;0;0;0;0;0
958536864;4380; Classique ;2671;clos;0.39018;0.60982;1;42;2016;119;22;37;4;13;27;45;33;12;39;33;4;14;38;8;30;21;32;11;3;36;26;28;38;34;9;15;30;22;16;28;5;21;23;21;14;13;4;6;20;28;1689;0;0;0;0;0;0
315207586;6933; Classique ;4528;clos;0.34689;0.65311;1;36;2016;142;42;84;4;78;73;50;43;68;74;38;65;38;61;32;8;69;22;69;49;20;63;12;35;34;29;57;27;15;17;12;43;3;40;9;3003;0;0;0;0;0;0;0;0;0;0;0;0
396651293;5722; Classique ;3628;clos;0.36596;0.63404;1;35;2016;89;27;48;37;16;6;40;11;31;53;44;24;63;6;0;38;6;52;29;40;52;56;24;4;11;25;18;37;29;0;23;8;22;12;2647;0;0;0;0;0;0;0;0;0;0;0;0;0
949213286;5072; Classique ;2854;assimilé clos;0.4373;0.5627;1;48;2015;21;1;46;52;31;54;32;19;37;3;1;25;43;15;14;2;29;38;42;4;28;4;36;2;2;20;28;41;39;40;13;17;1;9;14;39;24;22;37;25;28;37;30;10;25;0;19;175.5
924163022;5467; Classique ;3553;clos;0.3501;0.6499;1;39;2016;15;57;4;57;50;28;25;47;53;35;39;53;37;60;11;43;14;8;11;27;6;24;22;33;2;28;2;46;52;35;51;31;12;40;20;7;44;7;2417;0;0;0;0;0;0;0;0;0
960536256;4775; Classique ;2873;clos;0.39832;0.60168;1;47;2015;36;6;12;45;29;47;20;52;2;15;5;52;34;40;20;13;25;14;25;46;27;2;34;12;38;3;34;35;17;22;5;18;1;23;7;20;5;14;2;36;24;28;8;18;35;26;1841;0
567086916;6338; Classique ;4396;clos;0.30641;0.69359;1;37;2016;69;24;20;32;5;2;58;1;9;50;82;41;72;40;74;42;20;5;42;42;56;61;37;8;17;60;41;63;63;52;8;43;56;35;25;60;2981;0;0;0;0;0;0;0;0;0;0;0
778498882;1178; Facilitié de paiement ;713;assimilé clos;0.39474;0.60526;1;48;2015;6;2;11;2;3;10;4;10;7;10;12;5;2;9;7;0;9;11;7;10;9;11;1;7;1;7;5;6;9;3;7;1;2;9;0;5;0;6;4;1;9;2;9;1;4;6;6;44.5
182104675;3079; Classique ;2036;assimilé clos;0.33875;0.66125;1;48;2015;4;25;39;3;15;9;31;36;6;16;14;29;16;26;19;31;23;5;11;0;30;17;1;17;4;6;27;28;7;14;19;28;29;6;23;11;5;24;12;21;11;9;19;9;6;2;18;127.5
325237660;4836; Classique ;2630;assimilé clos;0.45616;0.54384;1;48;2015;13;7;0;41;10;27;25;2;18;13;44;33;38;21;39;16;1;45;13;30;31;29;11;7;3;13;3;34;22;30;10;39;34;20;1;7;1;36;17;20;7;6;19;11;11;23;5;174.4
911419882;5132; Classique ;2699;clos;0.47408;0.52592;1;41;2016;66;3;44;8;41;43;46;15;13;0;27;45;13;9;32;15;19;11;12;1;15;36;39;42;14;7;24;2;3;13;26;23;13;17;28;9;21;11;0;10;1883;0;0;0;0;0;0;0
742048858;5781; Classique ;3955;clos;0.31586;0.68414;1;39;2016;37;36;18;66;64;18;27;49;36;23;26;22;5;54;53;4;19;25;40;64;21;36;43;0;20;49;34;14;5;19;28;22;39;51;41;15;12;10;2810;0;0;0;0;0;0;0;0;0
318265449;2527; Facilitié de paiement ;1615;clos;0.3609;0.6391;1;35;2016;11;22;19;31;30;10;1;28;16;19;24;22;17;24;21;16;4;11;20;8;10;2;22;19;17;5;1;14;5;21;13;10;8;2;1112;0;0;0;0;0;0;0;0;0;0;0;0;0
631682019;7255; Classique ;3790;clos;0.4776;0.5224;1;35;2016;15;10;24;74;32;48;49;31;68;40;53;4;35;57;45;21;36;8;44;32;25;23;21;3;36;0;34;13;47;30;48;14;11;21;2738;0;0;0;0;0;0;0;0;0;0;0;0;0
125452385;1642; Facilitié de paiement ;1069;clos;0.34896;0.65104;1;40;2016;15;11;15;7;10;5;1;12;10;15;16;8;13;4;10;12;5;1;11;16;1;17;16;3;3;1;11;1;10;14;8;0;10;0;4;0;11;8;5;749;0;0;0;0;0;0;0;0
247937842;5576; Classique ;3357;clos;0.39796;0.60204;1;46;2016;25;36;65;59;56;25;52;3;49;45;13;21;27;4;34;24;46;1;9;27;50;17;51;13;37;46;8;43;26;5;48;36;14;41;12;7;28;30;31;26;33;1;36;38;18;2041;0;0
792933987;1847; Facilitié de paiement ;1073;clos;0.41906;0.58094;1;38;2016;10;5;6;15;13;20;4;16;8;15;16;3;7;4;10;9;15;9;1;6;16;14;7;9;8;8;3;9;11;15;5;5;0;3;9;5;11;743;0;0;0;0;0;0;0;0;0;0
813391518;3860; Classique ;2428;clos;0.37098;0.62902;1;46;2016;3;15;22;32;30;6;6;15;26;15;36;28;19;20;14;40;7;41;23;24;22;20;30;12;3;14;18;26;29;18;34;8;28;23;17;22;2;5;4;33;20;25;1;11;31;1550;0;0
402523099;7465; Classique ;4918;clos;0.34119;0.65881;1;40;2016;60;38;37;18;72;28;41;44;32;32;65;70;59;9;24;37;80;27;72;16;65;34;4;34;36;72;42;18;47;24;53;67;27;64;7;47;3;44;11;3358;0;0;0;0;0;0;0;0
710098576;6691; Classique ;3781;clos;0.43491;0.56509;1;39;2016;142;28;16;53;68;10;64;49;64;54;62;57;23;53;52;39;21;54;7;39;29;28;12;23;14;34;4;33;15;25;19;4;4;14;28;11;36;10;2483;0;0;0;0;0;0;0;0;0
347495723;5830; Classique ;3619;clos;0.37925;0.62075;1;45;2016;46;62;37;15;68;9;35;11;8;29;20;17;8;29;42;63;8;14;40;56;56;35;35;24;17;18;56;41;54;29;27;39;48;46;21;24;19;34;17;35;21;9;2;7;2288;0;0;0
243445527;5698; Classique ;3157;clos;0.44595;0.55405;1;35;2016;61;46;25;51;22;6;46;16;33;1;9;24;41;10;10;22;30;35;20;31;9;11;29;13;9;49;49;1;48;46;7;32;38;37;2240;0;0;0;0;0;0;0;0;0;0;0;0;0
158776887;4273; Classique ;2720;clos;0.36344;0.63656;1;46;2016;67;13;41;13;23;16;6;38;4;36;9;29;36;38;0;35;8;33;11;13;34;22;43;33;14;39;1;17;27;23;35;2;23;12;20;2;27;25;17;10;24;33;32;17;20;1699;0;0
245922479;5892; Classique ;3715;clos;0.36948;0.63052;1;37;2016;3;27;2;6;24;21;64;56;10;37;56;13;60;44;10;46;55;32;13;18;25;39;41;38;1;8;19;26;23;6;0;41;10;6;17;48;2770;0;0;0;0;0;0;0;0;0;0;0
986374348;6228; Classique ;3258;clos;0.47688;0.52312;1;46;2016;0;59;37;6;32;29;9;31;42;26;52;7;54;21;52;10;47;53;23;51;19;35;25;41;25;36;28;18;30;8;33;26;33;16;7;3;39;30;42;35;26;20;29;2;17;1994;0;0
233932569;2008; Facilitié de paiement ;1341;assimilé clos;0.33217;0.66783;1;48;2015;21;16;12;8;2;8;22;6;6;16;8;16;6;17;12;20;3;14;22;1;12;19;1;16;17;16;18;17;15;16;11;8;0;17;12;14;14;13;13;0;14;4;14;11;0;3;5;80.5
131018263;2109; Facilitié de paiement ;1410;clos;0.33144;0.66856;1;40;2016;0;9;27;22;4;13;22;11;23;9;13;4;18;22;3;21;9;1;5;11;23;18;15;7;2;15;13;17;3;2;5;7;10;13;19;6;10;4;14;960;0;0;0;0;0;0;0;0
409069092;2155; Facilitié de paiement ;1261;clos;0.41485;0.58515;1;36;2016;4;18;23;0;24;8;18;23;13;22;3;2;13;9;2;8;6;15;12;6;10;9;10;3;5;14;1;4;5;16;10;7;10;3;10;915;0;0;0;0;0;0;0;0;0;0;0;0
718779533;5499; Classique ;3489;clos;0.36552;0.63448;1;40;2016;71;13;41;24;41;55;22;43;35;57;37;5;48;50;50;55;18;55;6;18;20;38;37;35;36;14;34;16;24;35;11;7;36;33;15;22;20;7;28;2277;0;0;0;0;0;0;0;0
497417980;2191; Facilitié de paiement ;1315;clos;0.39982;0.60018;1;38;2016;1;11;11;3;9;0;17;17;24;20;15;18;0;21;3;2;11;22;19;5;8;6;19;21;3;7;1;3;20;5;9;16;3;11;1;17;18;918;0;0;0;0;0;0;0;0;0;0
466931642;6967; Classique ;4080;clos;0.41438;0.58562;1;38;2016;58;65;20;63;18;14;46;60;41;17;39;17;71;0;49;37;15;61;15;6;49;63;29;50;47;46;39;34;9;25;42;53;32;25;12;45;42;2726;0;0;0;0;0;0;0;0;0;0
314580478;5379; Classique ;3632;clos;0.32478;0.67522;1;43;2016;3;9;43;7;4;59;41;45;10;1;25;36;3;47;14;31;61;37;48;32;17;56;37;12;13;56;11;53;34;16;25;6;7;4;23;4;37;6;43;14;47;48;2507;0;0;0;0;0
949654658;3776; Classique ;2295;clos;0.39221;0.60779;1;40;2016;24;41;19;36;0;12;43;11;17;38;25;28;1;19;30;12;13;32;29;15;15;31;19;1;22;24;10;11;0;24;7;3;3;21;5;23;30;18;2;1581;0;0;0;0;0;0;0;0
253790255;6866; Classique ;4379;clos;0.36222;0.63778;1;42;2016;4;63;81;11;79;1;69;75;56;52;20;52;48;20;18;45;45;67;28;69;52;22;12;34;20;47;56;33;60;25;45;6;21;22;14;54;12;8;46;31;0;2856;0;0;0;0;0;0
382271164;5049; Classique ;3519;clos;0.30303;0.69697;1;47;2015;1;19;3;69;30;51;8;57;30;45;12;38;12;47;49;22;47;22;8;16;58;21;38;56;14;23;50;36;17;31;0;38;38;7;18;48;7;43;46;24;11;0;0;45;19;25;2220;0
763179815;4016; Classique ;2335;clos;0.41858;0.58142;1;47;2015;94;29;11;15;6;18;8;31;3;38;37;25;32;0;12;8;29;2;5;23;1;20;5;2;17;21;3;29;31;3;18;35;26;5;26;0;10;31;8;14;11;25;19;21;4;27;1497;0
899906168;4038; Classique ;2610;clos;0.35364;0.64636;1;35;2016;26;2;17;13;39;38;10;6;0;13;0;2;42;38;34;23;43;44;25;4;32;15;16;5;8;31;26;1;37;25;2;14;6;22;1951;0;0;0;0;0;0;0;0;0;0;0;0;0
951093684;5909; Classique ;3233;clos;0.45287;0.54713;1;42;2016;1;24;57;3;47;9;60;11;19;39;4;48;51;51;44;29;33;54;49;24;36;29;6;7;38;16;19;9;12;2;24;13;2;40;16;24;1;18;5;21;28;2210;0;0;0;0;0;0
854692742;1717; Facilitié de paiement ;1052;clos;0.3873;0.6127;1;46;2016;29;18;11;6;16;5;1;9;13;14;1;9;8;4;4;1;11;14;8;13;4;4;6;0;8;5;2;3;6;0;8;1;3;10;8;1;5;2;10;3;14;14;13;3;13;711;0;0
814385078;1141; Facilitié de paiement ;580;clos;0.49167;0.50833;1;36;2016;0;9;3;11;8;4;8;10;1;4;3;8;8;10;4;0;0;5;1;2;4;1;1;3;0;3;7;8;9;7;7;0;8;8;4;411;0;0;0;0;0;0;0;0;0;0;0;0
688798558;2434; Facilitié de paiement ;1619;clos;0.33484;0.66516;1;40;2016;1;21;3;21;7;30;6;19;20;3;23;2;10;25;23;3;7;15;21;14;15;19;21;22;4;17;3;4;18;20;20;8;9;13;19;9;18;12;15;1079;0;0;0;0;0;0;0;0
862966428;3550; Classique ;2096;clos;0.40958;0.59042;1;37;2016;33;0;38;17;5;32;11;24;18;11;22;33;17;33;28;35;7;7;12;11;16;26;21;1;7;8;4;1;0;8;23;7;7;11;2;15;1545;0;0;0;0;0;0;0;0;0;0;0
662713518;4457; Classique ;2845;clos;0.36168;0.63832;1;43;2016;44;55;36;10;54;24;35;40;44;39;45;38;37;40;39;31;24;14;6;21;3;15;12;17;10;27;40;22;36;13;24;14;36;31;10;28;9;25;22;16;13;29;1717;0;0;0;0;0
